Name	MOA	Target	Disease Area	Indication	Phase
selitrectinib	protein tyrosine kinase inhibitor				Phase 1/Phase 2
selonsertib	MAP kinase activator				Phase 2
selumetinib	MEK inhibitor	MAP2K1			Phase 3
semagacestat	gamma secretase inhibitor	PSEN1			Phase 3
semapimod	cytokine production inhibitor, p38 MAPK inhibitor	MAPK14			Phase 2
semaxanib	VEGFR inhibitor	FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET			Phase 3
semustine	DNA alkylating agent				Phase 3
SEN-1269	beta amyloid inhibitor	APP			Preclinical
senicapoc	intermediate conductance potassium channel blocker	KCNN4			Phase 3
sennoside-A	glycoside agonist		gastroenterology	constipation	Launched
sennoside-protonated					Preclinical
seocalcitol	vitamin D receptor agonist	VDR			Phase 3
SEP-227900	D-amino acid oxidase Inhibitor	DAO			Phase 1
seratrodast	prostanoid receptor antagonist	TBXA2R	pulmonary	asthma	Launched
serdemetan	MDM inhibitor	MDM2			Phase 1
serotonin	growth factor receptor activator	DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR4, HTR5A, HTR6, HTR7, SLC36A1	neurology/psychiatry	anxiety, depression, sleeplessness	Launched
sertaconazole	sterol demethylase inhibitor		infectious disease	tinea pedis	Launched
sertindole	dopamine receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2			Withdrawn
sertraline	selective serotonin reuptake inhibitor (SSRI)	SLC6A3, SLC6A4	neurology/psychiatry, obstetrics/gynecology	depression, obsessive compulsive disorder (OCD), panic disorders, posttraumatic stress disorder, premenstrual syndrome, social anxiety disorder	Launched
sesamin	NFkB pathway inhibitor				Preclinical
setipiprant	prostaglandin inhibitor	PTGDR2			Phase 3
setiptiline	adrenergic receptor antagonist	HRH1, HTR2A, HTR2C	neurology/psychiatry	depression	Launched
setmelanotide	melanocortin receptor agonist				Phase 3
sevoflurane	membrane integrity inhibitor	ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1	neurology/psychiatry	anesthetic	Launched
SEW-2871	lysophospholipid receptor agonist	S1PR1			Preclinical
SF-11	neuropeptide receptor antagonist	MCOLN3, NPY2R			Preclinical
SGC-CBP30	bromodomain inhibitor	CREBBP, EP300			Preclinical
SGC-0946	histone lysine methyltransferase inhibitor				Preclinical
SGC-707	protein arginine N-methyltransferase inhibitor	PRMT3			Preclinical
SGI-1027	DNA methyltransferase inhibitor	DNMT1, DNMT3A, DNMT3B			Preclinical
SGI-1776	Pim kinase inhibitor	FLT3, PIM1, PIM2, PIM3			Phase 1
SGS-742	GABA receptor antagonist	GABBR1, GABBR2			Preclinical
SGX523	hepatocyte growth factor receptor inhibitor	MET			Phase 1
SHA-68	neuropeptide receptor antagonist	NPSR1			Preclinical
shikimic-acid					Preclinical
SHP099	protein tyrosine kinase inhibitor	PTPN11			Preclinical
SIB-1553A	acetylcholine receptor agonist	CHRNB4			Phase 2
SIB-1757	glutamate receptor antagonist	GRM5			Preclinical
SIB-1893	glutamate receptor antagonist	GRM4, GRM5			Preclinical
SID-7969543	steroidogenic factor antagonist	NR5A1			Preclinical
siguazodan	phosphodiesterase inhibitor	PDE3A			Phase 1
sildenafil	phosphodiesterase inhibitor	PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3	urology	erectile dysfunction	Launched
silibinin	cytochrome P450 inhibitor	ALOX5	gastroenterology	hepatic cirrhosis	Launched
silodosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D	urology	benign prostatic hyperplasia (BPH)	Launched
silver-sulfadiazine	PABA antagonist		critical care	sepsis	Launched
silymarin					Launched
simeprevir	HCV inhibitor	CYP1A2, CYP3A4	infectious disease	hepatitis C	Launched
simurosertib	kinase inhibitor				Preclinical
simvastatin	HMGCR inhibitor	HMGCR, ITGB2	endocrinology, cardiology, neurology/psychiatry	hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia	Launched
sincalide	cholecystokinin agonist				Preclinical
sinefungin	DNA methyltransferase inhibitor, RNA synthesis inhibitor	CARM1			Preclinical
sinomenine	angiogenesis inhibitor				Preclinical
sipatrigine	voltage-gated sodium channel blocker	CACNA1D, SCN10A, SCN1A, SCN3A, SCN4A, SCN5A, SCN9A			Phase 2
siponimod	sphingosine 1-phosphate receptor modulator	S1PR1	neurology/psychiatry	multiple sclerosis	Launched
siramesine	sigma receptor antagonist	ADRA1A, ADRA1B, ADRA1D			Phase 2
siremadlin	MDM inhibitor				Preclinical
sirolimus	mTOR inhibitor	FKBP1A, MTOR	transplant, pulmonary	organ rejection, lymphangioleiomyomatosis	Launched
SirReal-2	SIRT inhibitor	SIRT2			Preclinical
sirtinol	SIRT inhibitor	SIRT1, SIRT2			Preclinical
sisomicin	protein synthesis inhibitor		ophthalmology	conjunctivitis, punctate keratitis	Launched
sisomicin-sulfate	bacterial 30S ribosomal subunit inhibitor		infectious disease	gram-negative bacterial infections	Launched
SIS3	serine/threonine kinase inhibitor	SMAD3, TGFBR1			Preclinical
sitafloxacin	bacterial DNA gyrase inhibitor		infectious disease	buruli ulcer	Launched
sitagliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	Launched
sitaxentan	endothelin receptor antagonist	EDNRA, EDNRB			Withdrawn
sitosterol					Preclinical
sitravatinib	receptor tyrosine protein kinase inhibitor				Phase 3
sivelestat	elastase inhibitor	CELA1, ELANE	pulmonary	acute lung injury	Launched
SJ-172550	MDM inhibitor	MDM4			Preclinical
SJ-733	ATPase inhibitor				Phase 1
SJG-136	DNA intercalating agent				Phase 2
SK&F-10047-(+)	sigma receptor agonist	SIGMAR1			Phase 1
SKA-31	potassium channel activator	KCNN4			Preclinical
skepinone-L	p38 MAPK inhibitor	MAPK14			Preclinical
SKF-38393	dopamine receptor agonist	CALY, DRD1, DRD5			Preclinical
SKF-77434	dopamine receptor agonist	DRD1			Preclinical
SKF-81297	dopamine receptor agonist	DRD1, DRD5			Preclinical
SKF-83566	dopamine receptor antagonist	DRD1, DRD5			Preclinical
SKF-86002	p38 MAPK inhibitor	ALOX5, MAPK14			Preclinical
SKF-89976A	GABA uptake inhibitor	SLC6A1			Preclinical
SKF-91488	histamine N-methyltransferase inhibitor	HNMT			Preclinical
SKF-96365	calcium channel blocker	CYP3A4, PKD2, TRPC1, TRPC3, TRPC4, TRPC5, TRPV2			Preclinical
SKI-II	sphingosine kinase inhibitor	SPHK1			Preclinical
SKLB-1028	Abl kinase inhibitor, EGFR inhibitor, FLT3 inhibitor				Preclinical
SKLB1002	VEGFR inhibitor	KDR			Preclinical
SLV-319-(+/-)	cannabinoid receptor antagonist	CNR1, DRD2, HTR1A			Phase 2
SLV-320	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			Phase 2
SM-108					Phase 2
SM-164	XIAP inhibitor	BIRC2, BIRC3, XIAP			Preclinical
SM-21	sigma receptor antagonist	PGRMC1			Preclinical
SMER-28	autophagy inducer	SNCA			Preclinical
SMI-4a	Pim kinase inhibitor	PIM1			Preclinical
SN-2	transient receptor potential channel agonist	MCOLN3			Preclinical
SN-38	topoisomerase inhibitor	TOP1	oncology	colorectal cancer	Launched
SN-6	sodium/calcium exchange inhibitor				Preclinical
SNAP	nitric oxide donor	PTPN1			Phase 2
SNAP-5089	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CACNA1C, CACNA1D			Preclinical
SNAP-94847		ADRA1A, DRD2			Preclinical
SNC-80		OPRD1			Preclinical
SNG-1153	selective estrogen receptor modulator (SERM)	ESR1			Preclinical
SNS-314	Aurora kinase inhibitor	AURKA, AURKB, AURKC			Phase 1
SNX-2112	HSP inhibitor				Phase 1
SNX-5422	HSP inhibitor	HSP90AA1, HSP90AB1			Phase 1/Phase 2
sobetirome	thyroid hormone receptor agonist	THRA, THRB			Phase 1/Phase 2
soblidotin	microtubule inhibitor				Phase 2
sobrepin	mucolytic agent		pulmonary	chest congestion	Launched
sobuzoxane	topoisomerase inhibitor		hematologic malignancy	peripheral T-cell lymphoma (PTCL)	Launched
sodium-ascorbate					Launched
sodium-butyrate	HDAC inhibitor	BCHE, FFAR2, FFAR3, HDAC1, HDAC2, HDAC3, HDAC8			Phase 2
sodium-danshensu					Preclinical
sodium-dodecyl-sulfate		ALB			Launched
sodium-gluconate					Launched
sodium-gualenate	antacid		gastroenterology, otolaryngology	peptic ulcer disease (PUD), pharyngitis	Launched
sodium-monofluorophosphate		PYGM	dental	cavities	Launched
sodium-nitrite	nitric oxide donor		critical care	poison antidote, cyanide poisoning	Launched
sodium-nitroprusside	nitric oxide donor		cardiology	hypertension, congestive heart failure	Launched
sodium-orthovanadate					Preclinical
sodium-picosulfate			gastroenterology	constipation	Launched
sodium-stibogluconate	tyrosine phosphatase inhibitor	PTPN6	infectious disease	leishmaniasis	Launched
sodium-tanshinone-II-A-sulfonate	potassium channel activator				Phase 2
sodium-tetradecyl-sulfate		PROC	dermatology	varicose veins	Launched
sofalcone	mucus protecting agent	CBR1	gastroenterology	peptic ulcer disease (PUD)	Launched
sofosbuvir	HCV inhibitor		infectious disease	hepatitis C, hepatitis C	Launched
sofosbuvir-impurity-m	antiviral				Preclinical
sograzepide	gastrin inhibitor				Phase 2
solamargine	apoptosis inhibitor				Phase 3
solcitinib	JAK inhibitor	JAK1			Phase 1
solifenacin-succinate	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	urology	urinary incontinence, urinary frequency	Launched
solithromycin	protein synthesis inhibitor				Phase 3
solriamfetol	dopamine reuptake inhibitor		neurology/psychiatry	narcolepsy	Launched
somantadine	antiviral				Phase 1
somatostatin	somatostatin receptor agonist	OPRD1, OPRM1, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5	hematology	hemorrhage	Launched
sonepiprazole	dopamine receptor antagonist				Phase 2
sonidegib	smoothened receptor antagonist	SMO	oncology	basal cell carcinoma (BCC)	Launched
sophocarpine					Phase 3
sorafenib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor	BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET	oncology	renal cell carcinoma (RCC), thyroid cancer, hepatocellular carcinoma (HCC)	Launched
soraprazan	proton pump inhibitor				Preclinical
sorbic-acid					Launched
sorbinil	aldose reductase inhibitor	AKR1B1			Phase 3
sorbitan-monostearate					Preclinical
sorbitol	mucolytic agent		gastroenterology	constipation	Launched
sotagliflozin	sodium/glucose cotransporter inhibitor	SLC5A1, SLC5A2			Phase 3
sotalol	adrenergic receptor antagonist	ADRB1, ADRB2, KCNH2	cardiology	atrial fibrillation (AF), ventricular arrhythmias	Launched
sotrastaurin	PKC inhibitor	PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, PRKCQ			Phase 2
SP-100030	NFkB pathway inhibitor	JUN, NFKB1			Preclinical
SP-141	ubiquitin ligase inhibitor	MDM2			Preclinical
SP-420					Phase 1
spaglumic-acid	glutamate receptor antagonist	GRM3	allergy	allergic conjunctivitis, allergic rhinitis	Launched
sparfloxacin	bacterial DNA gyrase inhibitor	TOP2A			Withdrawn
sparfosate	aspartate carbamoyltransferase inhibitor	CA2, CA4			Phase 3
sparsentan	angiotensin receptor antagonist				Phase 3
sparteine-(+)					Launched
sparteine-(-)					Launched
sparteine-sulfate					Launched
spautin-1	deubiquitinase inhibitor	USP10, USP13			Preclinical
spectinomycin	bacterial 30S ribosomal subunit inhibitor		pulmonary	airsacculitis, chronic respiratory disease	Launched
spermidine	glutamate receptor modulator	KCNJ4, TXNRD1			Preclinical
spermine		CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5			Preclinical
sphingosylphosphorylcholine	gene expression stimulant	GPR12			Preclinical
spiperone	dopamine receptor antagonist	ADRA1A, ADRA1B, ADRA1D, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7	neurology/psychiatry	schizophrenia	Launched
spiradoline	opioid receptor agonist	OPRK1			Phase 2
spiramycin	bacterial 50S ribosomal subunit inhibitor		infectious disease	toxoplasmosis, soft tissue infection	Launched
spirobromin					Phase 1
spironolactone	mineralocorticoid receptor antagonist	AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG	endocrinology, cardiology, gastroenterology, rheumatology	hyperaldosteronism, congestive heart failure, hepatic cirrhosis, nephrotic syndrome, hypertension, hypokalemia	Launched
spiroxatrine	serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A, HTR2B			Preclinical
spizofurone					Withdrawn
splitomycin	SIRT inhibitor	SIRT1			Preclinical
SPP301	endothelin receptor antagonist	EDNRA			Phase 3
SPP86	receptor tyrosine protein kinase inhibitor	RET			Preclinical
SQ-109	bacterial cell wall synthesis inhibitor	FDFT1			Phase 3
SQ-22536	adenylyl cyclase inhibitor	ADCY1			Preclinical
squalamine	antiviral				Phase 3
squaric-acid-dibutyl-ester	oxidative stress inducer				Preclinical
SR-1078	retinoid receptor agonist	RORA, RORC			Preclinical
SR-11302					Preclinical
SR-140333	neurokinin receptor antagonist	TACR1			Phase 2
SR-1664	PPAR receptor ligand	PPARG			Preclinical
SR-2211	retinoid receptor inverse agonist	RORC			Preclinical
SR-2640	leukotriene receptor antagonist	CYSLTR1			Phase 2
SR-27897	CCK receptor antagonist	CCKAR			Phase 2
SR-3306	JNK inhibitor	MAPK10, MAPK8, MAPK9			Preclinical
SR-33805	calcium channel blocker				Phase 1
SR-3576	JNK inhibitor	MAPK10			Preclinical
SR-3677	rho associated kinase inhibitor	ROCK2			Preclinical
SR-57227A	serotonin receptor agonist	HTR3A			Phase 2
SR-59230A	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3			Preclinical
SR-95639A	acetylcholine receptor agonist	CHRM1			Preclinical
SRC-kinase-inhibitor-I	SRC inhibitor	CSK, LCK, RIPK2			Preclinical
SRPIN340	serine arginine protein kinase inhibitor	SRPK1, SRPK2			Preclinical
SRT1720	SIRT activator	SIRT1			Preclinical
SRT2104	SIRT activator	SIRT1			Phase 2
SRT3190	CC chemokine receptor antagonist				Preclinical
SSR128129E					Preclinical
SSR180711	acetylcholine receptor agonist	CHRNA7			Phase 2
SSR240612	bradykinin receptor antagonist				Preclinical
ST-1535	adenosine receptor antagonist				Preclinical
ST-1859	antiamyloidogenic agent				Phase 1
ST-2825	myeloid differentiation primary response inhibitor	MYD88			Preclinical
ST-91	adrenergic receptor agonist				Preclinical
STA-5326	interleukin synthesis inhibitor	IL12A			Phase 2
statil	aldose reductase inhibitor				Preclinical
stattic					Preclinical
STAT3-inhibitor-VI	STAT inhibitor	STAT3			Preclinical
stavudine	DNA directed DNA polymerase inhibitor, nucleoside reverse transcriptase inhibitor		infectious disease	human immunodeficiency virus (HIV-1)	Launched
stemregenin-1	aryl hydrocarbon receptor antagonist	AHR			Preclinical
stepronin	mucolytic agent				Launched
stetaderm					Launched
STF-083010	serine/threonine kinase inhibitor	ERN1			Preclinical
STF-118804	NAMPT inhibitor	NAMPT			Preclinical
STF-31	NAMPT inhibitor	NAMPT, SLC2A1			Preclinical
STF-62247	autophagy inducer				Preclinical
stigmasterol					Preclinical
stiripentol	GABA uptake inhibitor	GABRA3	neurology/psychiatry	epilepsy	Launched
stobadine	adrenergic receptor antagonist	ADRA1A			Phase 2
streptomycin	bacterial 30S ribosomal subunit inhibitor		infectious disease	tuberculosis	Launched
streptozotocin	DNA alkylating agent		oncology	pancreatic cancer	Launched
strontium-ranelate	bone formation stimulant, bone resorption inhibitor	CASR	orthopedics, rheumatology	osteoporosis, osteoarthritis	Launched
strychnine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA1, GLRA2, GLRA3, GLRB			Preclinical
substance-P	neurokinin receptor antagonist	TACR1, TACR2, TACR3			Phase 1
succinic-acid		ALDH5A1, ASPH, BBOX1, HSD17B6, OXCT1, OXCT2, P3H1, P3H2, P3H3, P4HA1, P4HA2, PLOD1, PLOD3, SDHA, SDHB, SDHC, SDHD, SLC13A1, SLC13A2, SLC13A3, SLC25A10, SUCLA2, SUCLG1, SUCLG2, SUCNR1, TMLHE			Launched
succinobucol	antioxidant	VCAM1			Phase 2/Phase 3
succinylcholine-chloride		CHRFAM7A, CHRM1, CHRM2, CHRM3, CHRNA1, CHRNA10	neurology/psychiatry	muscle relaxant	Launched
succinylsulfathiazole	dihydrofolate reductase inhibitor	DHFR			Phase 2
sucralfate	antacid		gastroenterology	duodenal ulcer disease	Launched
sucralose					Launched
sucrose		ACTA1, ATOX1, C22orf28, LYZ			Launched
sucrose-octaacetate					Preclinical
sudan-IV					Preclinical
sufugolix	gonadotropin releasing factor hormone receptor antagonist				Preclinical
sugammadex	neuromuscular blockade reversal agent				Launched
sulbactam	beta lactamase inhibitor		infectious disease	skin infections, intra-abdominal infections, gynecologic infections	Launched
sulbactam-pivoxil	beta lactamase inhibitor		infectious disease	skin infections	Launched
sulbentine	other antifungal				Preclinical
sulbutiamine	acetylcholine receptor antagonist		neurology/psychiatry	asthenia	Launched
sulconazole	sterol demethylase inhibitor		infectious disease	tinea pedis, tinea cruris, tinea corporis	Launched
sulfabenzamide	bacterial antifolate		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
sulfacarbamide					Withdrawn
sulfacetamide	PABA antagonist		ophthalmology	conjunctivitis	Launched
sulfachlorpyridazine	bacterial antifolate		infectious disease	urinary tract infections	Launched
sulfadiazine	bacterial antifolate		infectious disease, ophthalmology	malaria, meningitis, urinary tract infections, conjunctivitis, trachoma, chancroid	Launched
sulfadoxine	dihydropteroate synthase inhibitor		infectious disease	malaria	Launched
sulfafurazole	bacterial antifolate		infectious disease	urinary tract infections	Launched
sulfaguanidine	bacterial antifolate		infectious disease	urinary tract infections	Launched
sulfamerazine	bacterial antifolate		infectious disease	coccidiosis, cholera	Launched
sulfameter	dihydrofolate reductase inhibitor	DHFR	infectious disease	urinary tract infections	Launched
sulfamethazine	PABA antagonist		gastroenterology	enteritis	Launched
sulfamethizole	bacterial antifolate		infectious disease	urinary tract infections	Launched
sulfamethoxazole	PABA antagonist		infectious disease, gastroenterology	pneumonia, enteritis, urinary tract infections	Launched
sulfamethoxypyridazine	bacterial antifolate				Withdrawn
sulfametopyrazine	PABA antagonist		infectious disease	malaria, urinary tract infections, respiratory tract infections	Launched
sulfamonomethoxine	bacterial antifolate		infectious disease	urinary tract infections	Launched
sulfamoxole	PABA antagonist		infectious disease	urinary tract infections	Launched
sulfanilamide	carbonic anhydrase inhibitor	CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4	infectious disease	vulvovaginal candidiasis	Launched
sulfanilate-zinc					Preclinical
sulfanitran			infectious disease	coccidiosis	Launched
sulfaphenazole	dihydropteroate synthetase inhibitor	DHPS	infectious disease	urinary tract infections	Launched
sulfapyridine	PABA antagonist		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
sulfaquinoxaline	vitamin K antagonist		infectious disease	coccidiosis	Launched
sulfasalazine	cyclooxygenase inhibitor	ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, PTGS1, PTGS2, SLC46A1, SLC7A11, TBXAS1	gastroenterology	ulcerative colitis	Launched
sulfathiazole	dihydropteroate synthase inhibitor		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
sulfatinib	tyrosine kinase inhibitor				Phase 1
sulfinpyrazone	uricosuric blocker	ABCC1, FPR1, SLC22A12	rheumatology	gout	Launched
sulfisomidin	antibacterial				Preclinical
sulfisoxazole-acetyl	folic acid antagonist		infectious disease, otolaryngology	meningitis, urinary tract infections, otitis, trachoma	Launched
sulforaphane	anticancer agent, aryl hydrocarbon receptor antagonist	NFE2L2			Phase 2
sulindac	cyclooxygenase inhibitor	AKR1B1	rheumatology	osteoarthritis, rheumatoid arthritis, ankylosing spondylitis	Launched
sulisobenzone			dermatology	sunscreen lotion	Launched
sulmazole	adenosine receptor antagonist				Phase 1
sulmetozine	gastrin inhibitor	GAST	gastroenterology	peptic ulcer disease (PUD)	Launched
